Device Time, G(x), G(y), G(z), G(calibrated),Speed (OBD)(km/h),Engine RPM(rpm),Engine Load(%),Engine Load(Absolute)(%)
16-Apr-2017 17:28:28.512,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:29.511,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:30.516,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:31.514,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:32.510,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:33.514,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:34.511,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:35.514,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:36.514,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:37.513,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:38.510,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:39.513,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:40.511,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:41.513,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:42.515,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:43.513,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:44.511,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:45.513,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:46.510,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:47.514,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:48.510,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:49.515,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:50.511,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:51.513,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:52.510,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:53.514,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:54.510,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:55.514,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:56.510,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:57.513,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:58.511,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:28:59.514,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:29:00.513,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:29:01.514,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 17:29:02.510,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
16-Apr-2017 19:55:28.724,-0.42092469,6.93657541,7.77842474,0.08226067,0,0,0,0
