Device Time, G(x), G(y), G(z), G(calibrated),Speed (OBD)(km/h),Engine RPM(rpm),Engine Load(%),Engine Load(Absolute)(%)
16-Apr-2017 15:30:40.213,-0.07604187,7.43473959,6.01569033,-0.00607878,34,1069.5,30.98039246,38.4313736
16-Apr-2017 15:30:41.214,0.76700503,7.39641905,6.89705753,0.0528658,37,1638.25,66.27451324,36.86274338
16-Apr-2017 15:30:42.212,-0.30596375,6.55337238,7.35690117,0.02381092,39,1443.75,39.60784531,10.98039246
16-Apr-2017 15:30:43.213,-0.34428406,7.62634087,6.9353776,0.07037848,39,1286.5,28.62745094,26.66666603
16-Apr-2017 15:30:44.213,0.49876282,8.23946571,5.17264366,0.01200145,39,1458.5,56.47058868,35.29411697
16-Apr-2017 15:30:45.224,0.49876282,7.35809898,6.82041693,0.04298776,39,1221.75,53.33333588,10.98039246
Device Time, G(x), G(y), G(z), G(calibrated),Speed (OBD)(km/h),Engine RPM(rpm),Engine Load(%),Engine Load(Absolute)(%)
16-Apr-2017 15:30:46.753,0.30716124,5.9785676,9.00467491,0.1212464,39,1390.5,47.45098114,33.33333206
16-Apr-2017 15:30:47.752,0.57540345,8.54602814,5.05768251,0.03298086,39,1331.25,62.74509811,38.4313736
16-Apr-2017 15:30:48.751,-0.07604187,8.23946571,6.32225275,0.07769817,39,1239,38.03921509,11.37254906
16-Apr-2017 15:30:49.750,-0.07604187,7.93290329,5.67080736,0.01305252,40,1267,31.76470566,11.37254906
16-Apr-2017 15:30:50.749,0.03891907,7.70298147,6.39889336,0.03981072,39,1157,26.27450943,12.15686321
16-Apr-2017 15:30:51.751,-0.03772156,7.12817669,7.51018238,0.07450205,38,1100,26.66666794,13.33333302
16-Apr-2017 15:30:52.751,0.11555969,6.05520821,8.39155006,0.07392031,34,953,29.01960754,15.68627453
16-Apr-2017 15:30:53.750,0.26884094,6.59169245,7.93170595,0.07065302,31,814,33.33333206,20.3921566
16-Apr-2017 15:30:54.749,-0.1910028,7.2048173,6.78209639,0.0278278,26,964,35.29411697,17.25490189
16-Apr-2017 15:30:55.750,-0.84244812,7.24313784,6.4372139,0.01051801,19,915.5,35.29411697,19.2156868
16-Apr-2017 15:30:56.750,-1.14901066,6.36177063,8.42986965,0.10190779,19,896.75,36.47058868,19.6078434
16-Apr-2017 15:30:57.755,0.11555969,6.97489548,6.89705753,0.01897824,17,899,36.86274719,20
16-Apr-2017 15:30:58.786,0.11555969,6.97489548,6.89705753,0.01897824,17,1232,49.80392075,39.2156868
16-Apr-2017 15:30:59.759,0.11555969,6.97489548,6.89705753,0.01897824,15,1568.75,65.49019623,40
16-Apr-2017 15:31:00.751,0.11555969,6.97489548,6.89705753,0.01897824,16,1680.25,65.49019623,40.7843132
16-Apr-2017 15:31:01.748,0.11555969,6.97489548,6.89705753,0.01897824,18,1661.5,67.84313965,41.17647171
16-Apr-2017 15:31:02.749,0.11555969,6.97489548,6.89705753,0.01897824,20,1637.5,67.45098114,39.60784149
16-Apr-2017 15:31:03.749,0.11555969,6.97489548,6.89705753,0.01897824,22,1652.25,67.05882263,39.60784149
16-Apr-2017 15:31:04.767,0.11555969,6.97489548,6.89705753,0.01897824,24,1300,35.29411697,13.33333302
16-Apr-2017 15:31:05.759,0.11555969,6.97489548,6.89705753,0.01897824,26,1196.75,36.47058868,21.56862831
16-Apr-2017 15:31:06.759,0.11555969,6.97489548,6.89705753,0.01897824,25,1192.75,32.94117737,13.33333302
16-Apr-2017 15:31:07.756,0.11555969,6.97489548,6.89705753,0.01897824,27,1181.25,28.62745094,14.11764717
16-Apr-2017 15:31:08.754,0.11555969,6.97489548,6.89705753,0.01897824,26,1135.75,29.01960754,15.68627453
16-Apr-2017 15:31:09.755,0.11555969,6.97489548,6.89705753,0.01897824,25,1100,30.58823586,15.68627453
16-Apr-2017 15:31:10.757,0.11555969,6.97489548,6.89705753,0.01897824,24,1167.75,29.80392265,14.50980377
16-Apr-2017 15:31:11.755,0.11555969,6.97489548,6.89705753,0.01897824,26,1240.5,28.23529434,13.33333302
16-Apr-2017 15:31:12.750,0.11555969,6.97489548,6.89705753,0.01897824,30,1231.25,27.45098114,13.33333302
16-Apr-2017 15:31:13.750,0.11555969,6.97489548,6.89705753,0.01897824,28,1228.75,27.45098114,13.33333302
16-Apr-2017 15:31:14.750,0.11555969,6.97489548,6.89705753,0.01897824,30,1291.25,26.66666794,12.54901981
16-Apr-2017 15:31:15.751,0.11555969,6.97489548,6.89705753,0.01897824,30,1191.25,26.66666794,13.33333302
16-Apr-2017 15:31:16.758,0.11555969,6.97489548,6.89705753,0.01897824,29,1187.5,27.84313774,13.72549057
16-Apr-2017 15:31:17.750,0.11555969,6.97489548,6.89705753,0.01897824,27,1139,29.01960754,14.50980377
16-Apr-2017 15:31:18.749,0.11555969,6.97489548,6.89705753,0.01897824,26,1160.75,29.01960754,14.50980377
16-Apr-2017 15:31:19.755,0.11555969,6.97489548,6.89705753,0.01897824,26,1178,28.62745094,14.11764717
16-Apr-2017 15:31:20.756,0.11555969,6.97489548,6.89705753,0.01897824,26,1157.75,29.01960754,14.50980377
16-Apr-2017 15:31:21.754,0.11555969,6.97489548,6.89705753,0.01897824,26,1215.5,28.23529434,13.72549057
16-Apr-2017 15:31:22.759,0.11555969,6.97489548,6.89705753,0.01897824,28,1203,27.84313774,13.72549057
16-Apr-2017 15:31:23.748,0.11555969,6.97489548,6.89705753,0.01897824,27,1207,27.45098114,13.33333302
16-Apr-2017 15:31:24.748,0.11555969,6.97489548,6.89705753,0.01897824,28,1168.75,28.23529434,14.11764717
16-Apr-2017 15:31:25.753,0.11555969,6.97489548,6.89705753,0.01897824,27,1129.5,29.01960754,14.90196037
16-Apr-2017 15:31:26.756,0.11555969,6.97489548,6.89705753,0.01897824,25,1007.75,31.37254906,16.47058868
16-Apr-2017 15:31:27.754,0.11555969,6.97489548,6.89705753,0.01897824,21,856.25,34.50980377,20.3921566
16-Apr-2017 15:31:28.752,0.11555969,6.97489548,6.89705753,0.01897824,18,898.25,38.03921509,20
16-Apr-2017 15:31:29.754,0.11555969,6.97489548,6.89705753,0.01897824,18,925.75,36.47058868,18.8235302
16-Apr-2017 15:31:30.755,0.11555969,6.97489548,6.89705753,0.01897824,20,993.75,34.50980377,17.25490189
16-Apr-2017 15:31:31.753,0.11555969,6.97489548,6.89705753,0.01897824,20,1046.75,32.94117737,16.47058868
16-Apr-2017 15:31:32.754,0.11555969,6.97489548,6.89705753,0.01897824,22,1078.75,31.37254906,15.68627453
16-Apr-2017 15:31:33.754,0.11555969,6.97489548,6.89705753,0.01897824,24,1097.5,30.98039246,15.68627453
16-Apr-2017 15:31:34.754,0.11555969,6.97489548,6.89705753,0.01897824,24,1034.25,31.37254906,16.47058868
16-Apr-2017 15:31:35.754,0.11555969,6.97489548,6.89705753,0.01897824,22,1008.5,32.54901886,17.25490189
16-Apr-2017 15:31:36.754,0.11555969,6.97489548,6.89705753,0.01897824,21,996.75,33.33333206,17.25490189
16-Apr-2017 15:31:37.754,0.11555969,6.97489548,6.89705753,0.01897824,21,932.75,34.50980377,19.6078434
16-Apr-2017 15:31:38.754,0.11555969,6.97489548,6.89705753,0.01897824,19,851.5,38.03921509,21.96078491
16-Apr-2017 15:31:39.753,0.11555969,6.97489548,6.89705753,0.01897824,16,868.75,39.2156868,21.96078491
16-Apr-2017 15:31:40.753,0.11555969,6.97489548,6.89705753,0.01897824,17,910,38.82352829,19.6078434
16-Apr-2017 15:31:41.754,0.11555969,6.97489548,6.89705753,0.01897824,16,886.5,37.64706039,20.3921566
16-Apr-2017 15:31:42.755,0.11555969,6.97489548,6.89705753,0.01897824,17,886.5,37.64706039,20
16-Apr-2017 15:31:43.749,0.11555969,6.97489548,6.89705753,0.01897824,17,883.5,37.64706039,20.3921566
16-Apr-2017 15:31:44.753,0.11555969,6.97489548,6.89705753,0.01897824,15,859.25,38.03921509,20.7843132
16-Apr-2017 15:31:45.752,0.11555969,6.97489548,6.89705753,0.01897824,15,854.5,39.2156868,21.96078491
16-Apr-2017 15:31:46.755,0.11555969,6.97489548,6.89705753,0.01897824,14,855.25,39.2156868,21.56862831
16-Apr-2017 15:31:47.753,0.11555969,6.97489548,6.89705753,0.01897824,13,896.75,39.2156868,20.3921566
